country,region,bbox
Slovenia,Ribnica na Pohorju,"46.492459622413605,15.188768344783284,46.57258393050398,15.322817009996982"
Slovenia,Rogaška Slatina,"46.195209748000096,15.565799595075248,46.28404857038521,15.741344434597977"
Slovenia,Rogašovci,"46.75595774975034,15.97098466500006,46.84605985248021,16.063598667044857"
Slovenia,Rogatec,"46.210772197000054,15.67797529200007,46.26606517187014,15.799526193000133"
Slovenia,Ruše,"46.4777060005315,15.408186476324829,46.56211945245076,15.563784214370003"
Slovenia,Šalovci,"46.77709341143179,16.179486394981154,46.86396230100003,16.311097363000044"
Slovenia,Selnica ob Dravi,"46.534498399081826,15.434851515285175,46.63254522100003,15.560373568785167"
Slovenia,Semic,"45.59450409618705,15.037614780197941,45.70274038316211,15.284318068324183"
Slovenia,Šempeter-Vrtojba,"45.89719879808604,13.599306242000097,45.945912448000016,13.687309605154155"
Slovenia,Šenčur,"46.19175446189888,14.383081088621338,46.291645006112105,14.467365350230693"
Slovenia,Šentilj,"46.63425975208588,15.621745271000123,46.71756296800005,15.804338005794307"
Slovenia,Šentjernej,"45.7524855538652,15.271295607206469,45.88373708829596,15.429754502000065"
Slovenia,Šentjur pri Celju,"46.0633126901285,15.339405145431101,46.311333726969906,15.545490756593153"
Slovenia,Sevnica,"45.924354763461565,15.093321974029891,46.083699042077114,15.429890577887818"
Slovenia,Sežana,"45.63375840632534,13.699908416000142,45.810227363102285,13.989875115843915"
Slovenia,Škocjan,"45.86446177768886,15.238119338136926,45.95714345980281,15.363021274012567"
Slovenia,Škofja Loka,"46.088143216436265,14.161957634737064,46.2429658072262,14.393829786615356"
Slovenia,Škofljica,"45.89495087338406,14.533304478119135,46.01884511980643,14.616193474848956"
Slovenia,Slovenj Gradec,"46.42199880580023,14.956327752124025,46.57002594743949,15.195744662885886"
Slovenia,Slovenska Bistrica,"46.27366160669777,15.335064324758775,46.49928091088532,15.721449009064486"
Slovenia,Slovenske Konjice,"46.27663300181155,15.364416537992838,46.371252550264956,15.55789310098578"
Slovenia,Šmarje pri Jelšah,"46.15516754814382,15.447098830046968,46.27774404585102,15.613290235555894"
Slovenia,Šmartno in Litiji,"45.96298289724291,14.73132856556083,46.07299455745283,14.954467401049726"
Slovenia,Šmartno ob Paki,"46.307251287816655,14.998650749632361,46.377221178014906,15.066605259125367"
Slovenia,Sodražica,"45.707494614984455,14.55330325733945,45.79343252209321,14.678101841326907"
Slovenia,Solcava,"46.361408188936764,14.562108198000118,46.46052439400002,14.754582960735036"
Slovenia,Šoštanj,"46.35169301971706,14.89173221227179,46.45985179322565,15.089291212619344"
Slovenia,Starše,"46.428329168756136,15.716953158761271,46.503234157930024,15.818600702160666"
Slovenia,Štore,"46.165451158144435,15.28871056494063,46.22965912526837,15.366431918698083"
Slovenia,Sveta Ana,"46.607336330707085,15.792504103081853,46.69975963040258,15.888570590560278"
Slovenia,Sveti Andraž v Slovenskih Goricah,"46.48716278733275,15.924123976440342,46.54666819947778,16.007426385219503"
Slovenia,Sveti Jurij,"46.51129568075106,15.968514032396683,46.60625112598865,16.090315382848644"
Slovenia,Tabor,"46.19121186043901,14.970745477221953,46.25797780972812,15.052497593289274"
Slovenia,Tolmin,"46.006985379571574,13.621990593990688,46.28611562793384,14.005119663241828"
Slovenia,Trbovlje,"46.05346832880031,14.985938347776539,46.1989891633192,15.11332075414947"
Slovenia,Trebnje,"45.83797760678112,14.86878787635942,46.00690786430647,15.23858442613033"
Slovenia,Trnovska vas,"46.49984935256555,15.854464146403245,46.546409817059384,15.934200880865944"
Slovenia,Tržič,"46.31898183954024,14.238180372626061,46.44099070200009,14.437144751628978"
Slovenia,Trzin,"46.107780260450625,14.520592075363993,46.147674466103695,14.589786818307005"
Slovenia,Turnišče,"46.583823554013804,16.28317182821729,46.64785065398445,16.378463169339796"
Slovenia,Velenje,"46.31696645793568,15.066605259125367,46.43416860619618,15.206286655304893"
Slovenia,Velika Polana,"46.55648672148499,16.328492059261123,46.60056671817949,16.397531772573245"
Slovenia,Velike Lašče,"45.79007355425108,14.490154657411495,45.908877672066865,14.687713656859785"
Slovenia,Veržej,"46.56005239490207,16.136410760248395,46.60588939078275,16.216767612335445"
Slovenia,Videm,"46.27282717100003,15.801082390739737,46.39685822202932,15.993668239997248"
Slovenia,Vipava,"45.76100556095787,13.88590213427608,45.87771678280325,14.058656446737587"
Slovenia,Vitanje,"46.36502554009655,15.232486607171154,46.451247667146106,15.358370395877046"
Slovenia,Vodice,"46.13878611918403,14.458683708886042,46.20614634947441,14.537800326623767"
Slovenia,Vojnik,"46.26053579369193,15.240134717942851,46.36520640724984,15.379919467809202"
Slovenia,Vransko,"46.19185781468639,14.884910922900758,46.2838418648102,15.009967889306608"
Slovenia,Vrhnika,"45.867484850545395,14.19037967288358,46.032229316129985,14.399100783274491"
Slovenia,Vuzenica,"46.51721263345627,15.103398879354756,46.61945445425965,15.211557651064709"
Slovenia,Žalec,"46.18338287981601,15.104018996079787,46.33608673801251,15.226130404894263"
Slovenia,Zasavska,"46.09287160893757,14.816801384676126,46.210538845191536,15.031258578820314"
Slovenia,Zavrc,"46.316734615410155,16.031352573062804,46.38807322879643,16.088654305000148"
Slovenia,Železniki,"46.15806142799249,13.98816979260181,46.2838418648102,14.2485673363135"
Slovenia,Žetale,"46.24860696100005,15.75793257003204,46.32058380819615,15.880894659000091"
Slovenia,Žiri,"46.00577098184533,14.030079379859501,46.08509430605733,14.186813998567175"
Slovenia,Žirovnica,"46.37215688693078,14.120874870678733,46.44042465400007,14.242323221939102"
Slovenia,Zrece,"46.33396800451976,15.31568566316281,46.48217601241299,15.425239698852977"
Slovenia,Žužemberk,"45.743926500007944,14.802538690108463,45.870585435969076,15.086035596665454"
Solomon Islands,Capital Territory (Honiara),"-9.46744483760915,159.93970787900003,-9.422133070999905,160.04204316585935"
Solomon Islands,Central,"-9.19304778399993,159.03931725400003,-8.940524997999944,160.41423587300005"
Solomon Islands,Choiseul,"-7.474786065999922,156.446625196,-6.599867445999905,157.7973738940001"
Solomon Islands,Guadalcanal,"-9.937107028999947,159.592133009,-9.24773528399993,160.82634524800005"
Solomon Islands,Isabel,"-8.562432549999926,158.1943465500001,-7.390557549999926,159.9004012380001"
Solomon Islands,Makira,"-10.844821872999944,161.28077233200008,-10.20045338299991,162.3925887380001"
Solomon Islands,Malaita,"-9.851006768999923,160.5810653000001,-7.874444268999923,162.75757897200003"
Solomon Islands,Rennell and Bellona,"-11.845879815999922,159.7773543630001,-11.282810153999947,160.58220462300005"
Solomon Islands,Temotu,"-12.290622653999947,165.72291100400003,-9.801853122999944,168.82585696700005"
Solomon Islands,Western,"-8.83684661299992,155.50798587300005,-6.815199476999908,158.25668379"
Somalia,Bakool,"3.2499569772327277,42.870194863701954,4.953962301000104,44.79998416523699"
Somalia,Banaadir,"1.9872907570000393,45.26620527400007,2.183040976260031,45.60562500648882"
Somalia,Bari,"8.329956977332643,48.939110554808224,11.989118646000065,51.41703781100006"
Somalia,Bay,"1.4599628774847702,42.40002729702212,3.919941920882934,44.690016716598166"
Somalia,Galguduud,"3.469265041000085,45.51847745277223,6.538292406000039,47.840586785000085"
Somalia,Gedo,"1.2302950560000454,40.96538537600014,4.328170991098375,43.139930454027194"
Somalia,Hiiraan,"3.199960027833015,44.596807717000104,5.540564097055437,46.39998986194257"
Somalia,Jubbada Dhexe,"0.30995555300637534,41.419932081999946,1.9499588081524735,43.521292809966575"
Somalia,Jubbada Hoose,"-1.6963029929999607,40.9684859620001,1.3199197452000817,43.18489583957131"
Somalia,Mudug,"4.3413760440000715,46.46696287700007,7.7099431419624125,49.64079458070529"
Somalia,Nugaal,"7.4091184651450135,47.5323881060001,9.569958807852686,50.166026238000086"
Somalia,Shabeellaha Dhexe,"2.1499466012546122,45.06994184763812,3.8899437525021767,47.039805535000085"
Somalia,Shabeellaha Hoose,"0.6722704687424774,42.97994022026495,3.269955756452987,45.39002566884949"
Somaliland,Somaliland,"7.996515605000084,42.64724654100013,11.498928127000056,48.939111999918396"
South Africa,Eastern Cape,"-34.20566171699994,22.736628044848374,-29.978587462441453,30.195974155000044"
South Africa,Free State,"-30.68055592141866,24.340819532595333,-26.66653736660618,29.77495812391828"
South Africa,Gauteng,"-26.91349903715087,27.168708937167708,-25.110508314706976,29.245998162685055"
South Africa,KwaZulu-Natal,"-31.077894789999903,28.752849968850967,-26.808285013999907,32.89307701900009"
South Africa,Limpopo,"-25.32217498089068,26.404001092000073,-22.126451924999927,31.856491136856448"
South Africa,Mpumalanga,"-27.51087859497119,28.288743930787746,-23.962958053171633,31.995751994000045"
South Africa,North West,"-28.099576510547536,22.62086310300006,-24.62237192799998,28.293704868185102"
South Africa,Northern Cape,"-32.936852308886955,16.469981316000087,-24.75249318399993,25.521987746337402"
South Africa,Western Cape,"-46.96575286299992,17.76711287573934,-30.47074960720863,37.97779381600009"
South Georgia and the Islands,South Georgia and the South Sandwich Islands,"-59.47275155999995,-42.11900794199994,-53.45712655999995,-26.23932857999995"
South Korea,Busan,"35.04364879600007,128.95036040000002,35.27156830553287,129.19927376766407"
South Korea,Daegu,"35.76828217188472,128.47529015511657,36.00932689152279,128.76230106004584"
South Korea,Daejeon,"36.233209924098674,127.21898978704894,36.48061595326362,127.48227583176413"
South Korea,Gangwon,"36.61174490020693,126.96606463557441,38.624335028000075,129.47388756600003"
South Korea,Gwangju,"35.15007701344342,126.82288455557773,35.25459259737045,127.00581912615166"
South Korea,Gyeonggi,"36.87893789306929,124.61361738400001,38.21303801599163,127.83109175038396"
South Korea,Incheon,"37.36438956600006,126.35551114100008,37.55202342394182,126.79580610636663"
South Korea,Jeju,"33.19757721600007,126.16114342500009,33.56379690500006,126.95362389400009"
South Korea,North Chungcheong,"35.97522044556706,127.21169803263808,37.21827118646604,128.65026655475765"
South Korea,North Gyeongsang,"35.53018300983803,127.78871707603219,37.54584381700005,130.92066491000003"
South Korea,North Jeolla,"35.27663259481835,126.25049889400009,36.132626857843206,127.91852827426044"
South Korea,Sejong,"36.44123851244734,127.05976932169676,36.691572216184795,127.36135298135491"
South Korea,Seoul,"37.42831004557212,126.79373904791862,37.68312653336278,127.19474816289733"
South Korea,South Chungcheong,"35.98093069089862,126.12818444100003,37.05540599200009,127.61901167215092"
South Korea,South Gyeongsang,"34.61045970300006,127.61208702999238,35.887060452178105,129.2688362756124"
South Korea,South Jeolla,"34.00576406500005,125.08969160200002,35.46202179656865,127.81812584700003"
South Korea,Ulsan,"35.31572406219983,128.98771365775906,35.682189236044394,129.46727514100007"
Spain,Álava,"42.49668284853459,-3.2800784982241,43.204981888103646,-2.239134283920066"
Spain,Albacete,"38.02362254494449,-2.8821245915766553,39.42204162751909,-0.9034793770716192"
Spain,Alicante,"37.84291006155007,-1.0844502428844294,38.88275788000004,0.23454837300005238"
Spain,Almería,"36.68036530200004,-3.140226408022329,37.915670477910226,-1.6416177129999596"
Spain,Asturias,"42.892834378004125,-7.171623908116885,43.662949937000064,-4.513259040272487"
Spain,Ávila,"40.08881948533099,-5.727732713394005,41.16078869504224,-4.161290859385645"
Spain,Badajoz,"37.938976549028496,-7.359210163999876,39.44981456199241,-4.658392300264438"
Spain,Baleares,"38.638646307000045,1.2121688160000872,40.079413153000075,4.337087436000047"
Spain,Barcelona,"41.19216543238878,1.3699800635291126,42.31837418821817,2.7784965775550177"
Spain,Bizkaia,"43.0206203083805,-3.445029670283077,43.45250071800007,-2.4067837422974634"
Spain,Burgos,"41.457650278137805,-4.330759900748831,43.201187649290546,-2.5129418596790742"
Spain,Cáceres,"39.03147342835604,-7.5572859299998925,40.48032013576562,-4.944369676419456"
Spain,Cádiz,"36.00645579600007,-6.4378962879999335,37.045881311673156,-5.084663737541462"
Spain,Cantabria,"42.76250641493908,-4.836030035757574,43.51825592700004,-3.149543829584104"
Spain,Castellón,"39.715440171426735,-0.8390905418950183,40.77991425224093,0.5237595920331638"
Spain,Ceuta,"35.847357489000046,-5.398858678999886,35.92617422100005,-5.283070441999939"
Spain,Ciudad Real,"38.348874010027544,-5.0365862696406225,39.57676885869586,-2.6438421117240978"
Spain,Córdoba,"37.18657223462088,-5.581828063514308,38.72841156743988,-4.000873413477279"
Spain,Cuenca,"39.226733444992476,-3.1700652758917727,40.65979014010287,-1.1454801093195783"
Spain,Gerona,"41.64558226081266,1.712174112944922,42.493712260112716,3.3177189460000704"
Spain,Gipuzkoa,"42.90006907852512,-2.602819160675722,43.39508698100008,-1.7497299859999202"
Spain,Granada,"36.69551628700009,-4.320300915754672,38.080647488390866,-2.209652878577515"
Spain,Guadalajara,"40.155341879324226,-3.5457728743186863,41.32212921768922,-1.5370582750193762"
Spain,Huelva,"36.80817291900007,-7.5296907149999015,38.2092959657362,-6.124409871418436"
Spain,Huesca,"41.35092908261106,-0.9246904343161191,42.91872722699999,0.7695451193117719"
Spain,Jaén,"37.378437476008685,-4.284320689148501,38.533126329316644,-2.4302595694235833"
Spain,La Coruña,"42.53070709800005,-9.291981574999909,43.79344310100004,-7.668324347999942"
Spain,La Rioja,"41.918449409212826,-3.1209667627059616,42.64411570917264,-1.6857830468501334"
Spain,Las Palmas,"27.73436107000009,-15.821766730999911,29.289455471000053,-13.417795376999948"
Spain,León,"42.03075210672432,-7.0710357319135255,43.238549710300845,-4.726863572795651"
Spain,Lérida,"41.23283234273839,0.3241976252202221,42.84658477900008,1.8425459988987427"
Spain,Lugo,"42.32552628780792,-7.9998091127004045,43.75267161700003,-6.82828569173131"
Spain,Madrid,"39.8935342472077,-4.571885952374828,41.1617514102993,-3.062236496916796"
Spain,Málaga,"36.29710521000004,-5.6078436894347305,37.27755002161621,-3.7682049470006973"
Spain,Melilla,"35.2678742480001,-2.966920125999877,35.329779364000046,-2.912912563999953"
Spain,Murcia,"37.38103644700004,-2.338533900818902,38.75409475446935,-0.7012426419999542"
Spain,Navarra,"41.90886343030303,-2.4945450500140396,43.304928894000014,-0.7450319629998887"
Spain,Orense,"41.805950623000044,-8.34228593234991,42.57845354369607,-6.735707363304186"
Spain,Palencia,"41.763256979426046,-5.026952553817296,43.05093842227035,-3.892460323385251"
Spain,Pontevedra,"41.88890208500004,-8.942616339999915,42.85301288073981,-7.8681489515129215"
Spain,Salamanca,"40.24436554653272,-6.9424914149999495,41.30299161035773,-5.095759929077474"
Spain,Santa Cruz de Tenerife,"27.642238674000055,-18.167225714999915,28.85561903200005,-16.117746548999946"
Spain,Segovia,"40.63336802061764,-4.713853176982525,41.583245986113354,-3.1987914701502405"
Spain,Sevilla,"36.84207393056744,-6.531376439171311,38.19020152408103,-4.653230615300686"
Spain,Soria,"41.06379873332486,-3.5429632393619954,42.14220836052738,-1.785544398954869"
Spain,Tarragona,"40.526163029399385,0.1674630056132287,41.57611585875986,1.6278291938621692"
Spain,Teruel,"39.85224477847373,-1.8082561908705088,41.35434583099527,0.28972944495791353"
Spain,Toledo,"39.25967045842492,-5.391009079905132,40.30947785122186,-2.9082390943587484"
Spain,Valencia,"38.69383059330721,-1.5182738917267216,40.203205268108604,-0.030995245999918097"
Spain,Valladolid,"41.097507442414496,-5.52075506289583,42.30939835794783,-3.980614623166332"
Spain,Zamora,"41.11615124188626,-7.02814429362428,42.25287344025702,-5.228727463501627"
Spain,Zaragoza,"40.94378673337104,-2.1733501856625708,42.74255931346153,0.3772693207225757"
Spratly Is.,Spratly Islands,"9.679510809000078,114.02767988400001,11.117987372000073,115.84880618600005"
Sri Lanka,Ampāra,"6.510272144391641,80.9880595232284,7.739114488043185,81.89031009200005"
Sri Lanka,Anurādhapura,"7.815001329148004,79.95504764233482,8.916536160315559,80.98712934814085"
Sri Lanka,Badulla,"6.5421332870215565,80.7805269712427,7.6149360207807035,81.27052290191034"
Sri Lanka,Gālla,"5.963816852865477,79.98210696656321,6.441026109367442,80.49527306460021"
Sri Lanka,Gampaha,"6.909862779243838,79.81373131600003,7.324772854483626,80.20733198368407"
Sri Lanka,Hambantŏṭa,"5.975637207538028,80.61175174334824,6.578797716041777,81.71205046821075"
Sri Lanka,Kægalla,"6.830978705502844,80.14966108599032,7.3947169053608945,80.54591596914662"
Sri Lanka,Kaḷutara,"6.324885565816203,79.89282921659503,6.8202558459305465,80.38189497307451"
Sri Lanka,Kilinŏchchi,"9.209412340207336,80.05298912900008,9.680808480229812,80.6147567065567"
Sri Lanka,Kŏḷamba,"6.712008693429087,79.84815514400003,6.97776561099414,80.22159468005043"
Sri Lanka,Kuruṇægala,"7.257180081095839,79.90016727080285,8.196192532059683,80.57371788876952"
Sri Lanka,Maḍakalapuva,"7.4028042675029155,81.2270113459968,8.263294379032345,81.82325280000003"
Sri Lanka,Mahanuvara,"6.942289740379181,80.4220992370901,7.489646511277442,81.01400109177695"
Sri Lanka,Mannārama,"8.521909085136144,79.69800866000008,9.237214259830239,80.3978113140409"
Sri Lanka,Mātale,"7.3876372344707875,80.49444624230023,8.012301947077162,80.99767133966054"
Sri Lanka,Mātara,"5.923732815000051,80.37879438675151,6.396922511764501,80.7296993582791"
Sri Lanka,Mŏṇarāgala,"6.2957400581571505,80.82961958217794,7.456108507002,81.63411827993463"
Sri Lanka,Mulativ,"8.936819159476613,80.17498253781383,9.454753208242415,80.95834394600007"
Sri Lanka,Nuvara Ĕliya,"6.753903306892084,80.43233117114659,7.272011217343788,80.96594200961601"
Sri Lanka,Pŏḷŏnnaruva,"7.653589992983768,80.75613569540599,8.341196600842466,81.33987267358498"
Sri Lanka,Puttalama,"7.272088730810253,79.69678795700008,8.572006099555228,80.15317508256396"
Sri Lanka,Ratnapura,"6.2323072373890795,80.17704959536252,6.924616401126002,80.9475452008503"
Sri Lanka,Trikuṇāmalaya,"8.149916287506642,80.75303510908299,8.988916053583687,81.41667728000004"
Sri Lanka,Vavuniyāva,"8.546145331341961,80.17384565625201,9.125670680957171,80.78414432240254"
Sri Lanka,Yāpanaya,"9.446193751740225,79.65577233200008,9.829575914000088,80.62598090279714"
Sudan,Blue Nile,"9.454592111000068,33.08292077700008,12.733693345871188,35.14855575174653"
Sudan,Central Darfur,"10.68681650837516,22.537052856000116,13.566588243352726,24.616409945962232"
Sudan,Eastern Darfur,"9.476011861000075,25.181734857477693,13.064319159501622,27.895072062000054"
Sudan,Gedarif,"12.665421097805392,33.5440820657347,15.706612656748689,36.52637984200004"
Sudan,Gezira,"13.526539008068767,32.421256545053495,15.431978257790377,34.25122236482025"
Sudan,Kassala,"14.602054755422614,34.1962903182436,17.177375596906245,36.999735962000045"
Sudan,Khartoum,"15.178195298774028,31.602443474986387,16.671127428488035,34.36217166539001"
Sudan,North Darfur,"11.827288723195977,23.489398635138855,20.00839082700007,27.522640821916355"
Sudan,North Kordufan,"11.340673787465278,26.916527947706584,16.67874970083801,32.30782677578503"
Sudan,Northern,"16.538758246296027,24.98052128100005,22.226964823000102,32.68552981874609"
Sudan,Red Sea,"16.989221707415822,33.159760421706096,21.995713609000063,38.603851759000065"
Sudan,River Nile,"15.91324087206857,31.851937290173794,21.995402731550826,35.67273766531099"
Sudan,Sennar,"11.871229016505879,32.80314537905599,14.098519598800408,35.701370314788164"
Sudan,South Kordufan,"9.324544836375082,27.224881218993062,12.736147976148175,32.43536340300005"
Sudan,Southern Darfur,"8.681641744000046,23.005551391783285,13.099433294910625,25.84357667562307"
Sudan,Western Darfur,"12.030429586000125,21.809448689905082,15.749013977000104,24.153544142248336"
Sudan,White Nile,"11.99981130015135,31.51769412628289,15.209304511194205,33.20921797662828"
Suriname,Brokopondo,"4.011848455741642,-55.502989060996356,5.322621161237578,-54.74008989123547"
Suriname,Commewijne,"5.531445624415994,-55.15996561999992,5.993394273000092,-54.62800371000321"
Suriname,Coronie,"5.316781723797476,-56.60372641743351,5.950330475219917,-55.89724996461416"
Suriname,Marowijne,"5.212454410000049,-54.7414334783723,5.974815050164429,-53.986357453999915"
Suriname,Nickerie,"5.222860616000062,-57.33569453899992,6.011573766000083,-56.4613026600897"
Suriname,Para,"4.9751488315533265,-56.000555588969235,5.6830642769947985,-54.60784990115201"
Suriname,Paramaribo,"5.766159980198893,-55.23132605715182,5.908177475000059,-55.10310721299993"
Suriname,Saramacca,"5.405303453291708,-55.974381476424014,5.9859072940000715,-55.25320605171788"
Suriname,Sipaliwini,"1.8335067750000604,-58.067691202999924,5.539868883342308,-53.98881872599986"
Suriname,Wanica,"5.661515204163322,-55.35834672741953,5.917793808837189,-55.02735917768388"
Swaziland,Hhohho,"-26.45652434682114,30.89731774900008,-25.735999043999954,31.746966320000126"
Swaziland,Lubombo,"-27.162338388999984,31.488238560261323,-25.930789517999926,32.11739831600005"
Swaziland,Manzini,"-26.877738945695796,30.782906128000093,-26.151891777683375,31.69768314016477"
Swaziland,Shiselweni,"-27.31626434299993,30.88529444368362,-26.75578256561289,31.96826013200007"
Sweden,Blekinge,"56.00234609600005,14.410572950781045,56.510246079992555,16.066247716358987"
Sweden,Dalarna,"59.883218492339495,12.161717163000077,62.27439036732159,16.719372592970785"
Sweden,Gävleborg,"60.206041165567285,14.481628044798413,62.35805451130665,17.520274285000085"
Sweden,Gotland,"56.91201406500005,18.09937584700009,58.394964911000045,19.338552280000044"
Sweden,Halland,"56.33800853146852,11.903330925000091,57.61643179019495,13.698006626304732"
Sweden,Jämtland,"61.58202952674122,11.992425171000093,65.11504586000008,16.969073113733202"
Sweden,Jönköping,"56.88849172621218,13.089878371389716,58.22437917705736,15.666982048682598"
Sweden,Kalmar,"56.217962958000044,15.35495975119153,58.12665904407959,17.124522332000083"
Sweden,Kronoberg,"56.37826447232749,13.308211297313505,57.24193268544502,15.846402621783568"
Sweden,Norrbotten,"65.06767436173553,15.426272420000089,69.03635569300012,24.163413534000114"
Sweden,Orebro,"58.64551626246549,14.30985558426778,60.12041331592178,15.808988884829148"
Sweden,Östergötland,"57.71161977852995,14.42855634929606,59.00999013873388,16.940196160000085"
Sweden,Skåne,"55.342678127000056,12.451426629000082,56.542233792455534,14.586996291245839"
Sweden,Södermanland,"58.625433661000045,15.639851921728791,59.5321288114954,17.62671959700009"
Sweden,Stockholm,"58.861029364000046,17.28218061684197,60.216457424000055,19.085215691000087"
Sweden,Uppsala,"59.38531606758244,16.787533807139482,60.64915599200003,18.60482832100007"
Sweden,Värmland,"58.742151190724826,11.670997762000042,61.05701155800007,14.482093132791817"
Sweden,Västerbotten,"63.41185130400004,14.332849860000096,66.35493714283484,21.60645592500009"
Sweden,Västernorrland,"62.14756907800006,14.824759555608978,64.0174622673697,19.315550363767844"
Sweden,Västmanland,"59.20620555284398,15.454746941717985,60.30957489756344,17.394060093398593"
Sweden,Västra Götaland,"57.15697663026725,11.108164910000085,59.254936428573274,14.81153038891631"
Switzerland,Aargau,"47.1423165965337,7.7273204468810945,47.62200388600009,8.44561404804989"
Switzerland,Appenzell Ausserrhoden,"47.250087796414675,9.186085645835874,47.4683432070733,9.608437127171669"
Switzerland,Appenzell Innerrhoden,"47.23970083272724,9.302771030158908,47.44976553025498,9.608437127171669"
Switzerland,Basel-Landschaft,"47.338506171322706,7.3369300480000845,47.563416048012186,7.954946322914452"
Switzerland,Basel-Stadt,"47.529657294348624,7.520866595716825,47.596579082000076,7.65966638200004"
Switzerland,Bern,"46.33143585897767,6.849794142385747,47.34403555040029,8.450730015078136"
Switzerland,Fribourg,"46.444503893040235,6.756208123606029,47.00418549306602,7.382681512241959"
Switzerland,Genève,"46.13046702100003,5.954809204000128,46.331771084867626,6.281197550000115"
Switzerland,Glarus,"46.80039948255006,8.8701359388225,47.17484691045655,9.242878045285522"
Switzerland,Graubünden,"46.1729892674407,8.65273318888552,47.06389841747796,10.466626831000013"
Switzerland,Jura,"47.154305527977726,6.838076255814542,47.499246522000035,7.558949823075864"
Switzerland,Lucerne,"46.7776618522127,7.839346144209173,47.28228221355329,8.505041944929815"
Switzerland,Neuchâtel,"46.84528046312283,6.427751913000122,47.16813159719544,7.0942236673883485"
Switzerland,Nidwalden,"46.77510386824889,8.222320183829424,47.011291002377845,8.563229608359734"
Switzerland,Obwalden,"46.75877411613254,8.043726433927759,46.97940664270237,8.500081008431778"
Switzerland,Sankt Gallen,"46.88178986341143,8.775361361637522,47.535445054945285,9.650345907000116"
Switzerland,Schaffhausen,"47.560508124350406,8.39099125100006,47.801166077000076,8.856079142000112"
Switzerland,Schwyz,"46.890238958960765,8.386341179901535,47.22058055354967,8.985116000802805"
Switzerland,Solothurn,"47.075447293557716,7.346197951274405,47.50007253711789,8.02910200415414"
Switzerland,Thurgau,"47.37995066968762,8.739032830300857,47.6822577988583,9.553058590581486"
Switzerland,Ticino,"45.82071848599999,8.384635857558749,46.632347724168085,9.16378802499736"
Switzerland,Uri,"46.53183706322989,8.401689080086953,46.98922516470958,8.948684115779315"
Switzerland,Valais,"45.87611562100004,6.750367879000095,46.65565379528641,8.476929966045077"
Switzerland,Vaud,"46.189868272402805,6.054234660000134,46.989664415180584,7.254317253938098"
Switzerland,Zug,"47.08722951942673,8.393007439641622,47.2455144308463,8.701929151708953"
Switzerland,Zürich,"47.16337474205068,8.352648145995147,47.69631378785101,8.969147982993036"
Syria,Aleppo,"35.434943346458226,36.531237427000065,36.90839426700005,38.67100426643373"
Syria,Ar Raqqah,"35.24926992386787,38.02081139463013,36.74403945935353,39.804526808265564"
Syria,As Suwayda',"32.31304168700005,36.33626305479612,33.22469066044562,37.49460567371284"
Syria,Damascus,"33.46069053504016,36.18315986523555,33.56407843477194,36.35209232160332"
Syria,Dar`a,"32.357014182458556,35.769733520000045,33.294815579375495,36.570874057791514"
Syria,Dayr Az Zawr,"34.07228291732275,39.24202884275684,36.463666083522924,41.30845783366209"
Syria,Hamah,"34.8498111033997,36.13684370337421,35.75593150523474,38.303068067737115"
Syria,Hasaka (Al Haksa),"35.55224762532765,39.441707633000135,37.324906311000106,42.377185506000046"
Syria,Homs (Hims),"33.13118006300009,36.112139913000135,35.39091502480852,40.17311082460486"
Syria,Idlib,"35.31683685973326,36.14945275244253,36.332666326889466,37.21641604966095"
Syria,Lattakia,"35.21950429948379,35.723399285000085,35.92685211200005,36.28846235505364"
Syria,Quneitra,"32.83577678037409,35.819342895000034,33.322800384230334,35.98729210834409"
Syria,Rif Dimashq,"32.69005562276874,35.83019494600006,34.228143622530126,38.31574206300013"
Syria,Tartus,"34.62791331000001,35.86687259200005,35.261491021316544,36.31316369015218"
Syria,UNDOF,"32.7443468580001,35.75759034900011,33.431242167000065,35.923832642000036"
Taiwan,Changhua,"23.772476915377354,120.24393421847985,24.20709479778668,120.68413781071138"
Taiwan,Chiayi,"23.225197658844877,120.00765628500005,23.640056057241225,120.96215701683286"
Taiwan,Chiayi City,"23.4453392598989,120.3735624531447,23.517272853959014,120.50895470639455"
Taiwan,Hsinchu,"24.433315131488087,120.91464277400007,24.95176829600007,121.41225874184738"
Taiwan,Hsinchu City,"24.71037832320104,120.87270917604489,24.85342031500005,121.04592451360531"
Taiwan,Hualien,"23.10634186508497,120.9887187030057,24.372750352147023,121.77271569100003"
Taiwan,Kaohsiung City,"22.48288681941924,120.16749108200008,23.47538910602242,121.04959354070934"
Taiwan,Keelung City,"25.057643948209602,121.63312381421258,25.169471922014296,121.77482059109741"
Taiwan,Kinmen,"24.390544350000084,118.27955162900003,24.52796832200005,118.46735474900004"
Taiwan,Miaoli,"24.292005927331672,120.62132953942671,24.747757225888222,121.26255211808575"
Taiwan,Nantou,"23.43668345787529,120.62657026580507,24.243481757177335,121.34962690585701"
Taiwan,New Taipei City,"24.6810777859111,121.28741438236784,25.28742096600007,122.00538170700008"
Taiwan,Penghu,"23.51658763200004,119.44239342500009,23.67918528900009,119.67066491000003"
Taiwan,Pingtung,"21.90460846600007,120.41186376797378,22.887647203055963,120.91058393809817"
Taiwan,Taichung City,"24.010756944577338,120.47538770437905,24.455984327914393,121.45670047374779"
