country,region,bbox
Djibouti,Djibouti,"11.51880626070033,42.900706438851046,11.611761786000045,43.17310631600009"
Djibouti,Obock,"11.83884184137787,42.673964063990354,12.707912502000056,43.418711785000085"
Djibouti,Tadjourah,"11.547471421000068,41.97468025399053,12.523371074000067,43.08600240608615"
Dominica,Saint Andrew,"15.444871527698808,-61.449213660981684,15.63309613357967,-61.26862545499995"
Dominica,Saint David,"15.316662299025836,-61.33457109208223,15.509914455000057,-61.249256964999915"
Dominica,Saint George,"15.253797919038732,-61.39359912906871,15.345523585844774,-61.30415951165213"
Dominica,Saint John,"15.503007514285343,-61.48892167899993,15.63385651200008,-61.407719082069946"
Dominica,Saint Joseph,"15.389345201020205,-61.455329430785575,15.49445506414986,-61.317362839923135"
Dominica,Saint Luke,"15.235917874210486,-61.37317882870809,15.260347352831088,-61.35565507692024"
Dominica,Saint Mark,"15.20180898600006,-61.37612870999993,15.243798529878234,-61.34638424399992"
Dominica,Saint Patrick,"15.211696682000081,-61.35661109132877,15.33266836100006,-61.25373287699995"
Dominica,Saint Paul,"15.312812404768636,-61.41600717741175,15.404951484523394,-61.32743974524806"
Dominica,Saint Peter,"15.466329768530747,-61.48400222343564,15.53416840354896,-61.40567786294304"
Dominican Republic,Azua,"18.258734442000048,-71.1613097812214,18.988453681492217,-70.47246293811406"
Dominican Republic,Bahoruco,"18.335987047464243,-71.62066158656296,18.650774034494077,-70.9932838612612"
Dominican Republic,Barahona,"17.846584377000056,-71.42374854226142,18.525872096819796,-70.95070248133442"
Dominican Republic,Dajabón,"19.21792388447966,-71.7765185149999,19.649017002000036,-71.41305152021147"
Dominican Republic,Distrito Nacional,"18.42646432400631,-69.99740149558255,18.53674998602304,-69.87782223231017"
Dominican Republic,Duarte,"19.03834727630573,-70.36363237193638,19.499326891422868,-69.67674923359027"
Dominican Republic,El Seybo,"18.52734487606517,-69.32855343259484,19.051214911000045,-68.78514563699991"
Dominican Republic,Espaillat,"19.31360179288839,-70.61390133258044,19.714184419675234,-70.09341630711685"
Dominican Republic,Hato Mayor,"18.521970527517794,-69.63783687986808,19.111151434000078,-69.18954382998373"
Dominican Republic,Hermanas,"19.22492503556191,-70.46732113266415,19.558573920250183,-70.236585863247"
Dominican Republic,Independencia,"18.135947577518664,-72.0098376059999,18.684730212729107,-71.20076473730279"
Dominican Republic,La Altagracia,"18.107855536000045,-68.94286638027921,18.97988515800006,-68.32860266799992"
Dominican Republic,La Estrelleta,"18.650774034494077,-71.86540197799985,19.298848171006284,-71.32737199642048"
Dominican Republic,La Romana,"18.39590078300006,-69.12177018944266,18.66568268510781,-68.85201921261654"
Dominican Republic,La Vega,"18.67684479425185,-70.9191798568649,19.368843898726936,-70.27764278798429"
Dominican Republic,María Trinidad Sánchez,"19.198053290127234,-70.21514014410235,19.680121161000045,-69.77147795074683"
Dominican Republic,Monseñor Nouel,"18.719529526966085,-70.59237809907,19.111727810290176,-70.22384762207008"
Dominican Republic,Monte Cristi,"19.532218940551672,-71.77106686099995,19.91034577000005,-71.13397294779327"
Dominican Republic,Monte Plata,"18.571838283909642,-70.2511844545989,19.089997870305467,-69.38087582106226"
Dominican Republic,Pedernales,"17.54555898600006,-71.77682857299988,18.292996236786905,-71.2810171560459"
Dominican Republic,Peravia,"18.20408763200004,-70.57938174890131,18.50357371695344,-70.18038769908085"
Dominican Republic,Puerto Plata,"19.517827052976088,-71.22177416113198,19.93768952000005,-70.3727163789577"
Dominican Republic,Samaná,"19.00889171028416,-69.79281450118827,19.363348700000074,-69.15835527299993"
Dominican Republic,San Cristóbal,"18.23143138200004,-70.37879940496856,18.80172089350441,-70.00401770699995"
Dominican Republic,San José de Ocoa,"18.41321747480663,-70.69999426932009,18.787949124452496,-70.35001563161609"
Dominican Republic,San Juan,"18.599614366010144,-71.63324479810893,19.191076972024632,-70.89119706918939"
Dominican Republic,San Pedro de Macorís,"18.39590078300006,-69.61657202787677,18.802573554226115,-69.08017066144686"
Dominican Republic,Sánchez Ramírez,"18.854766751484362,-70.39231279160202,19.155626938932073,-69.90776872384754"
Dominican Republic,Santiago,"19.025609036028186,-71.24704098185583,19.651100571833922,-70.54770382407219"
Dominican Republic,Santiago Rodríguez,"19.170173855239227,-71.5150607979175,19.560537625011364,-71.06870561437262"
Dominican Republic,Santo Domingo,"18.41031217014587,-70.1671844138296,18.731673488940373,-69.51825761569637"
Dominican Republic,Valverde,"19.4386587592943,-71.18420244029039,19.751766262403066,-70.86411861817965"
East Timor,Aileu,"-8.855634860760233,125.43361534996836,-8.565006605570375,125.80522057486962"
East Timor,Ainaro,"-9.240817966999941,125.41061933811193,-8.767991632208066,125.69137739535051"
East Timor,Ambeno,"-9.501227721999967,124.03003991000003,-9.180189710999912,124.45150394800015"
East Timor,Baucau,"-8.70639332409263,126.1400321804407,-8.419122002999927,126.81172244733307"
East Timor,Bobonaro,"-9.217369886810843,124.90791019700009,-8.740267594092641,125.41309980681058"
East Timor,Cova Lima,"-9.485772393999923,124.9541089280001,-9.033815198612558,125.51112999905013"
East Timor,Dili,"-8.627018323936511,125.48983141372952,-8.135023695999905,125.84599327966612"
East Timor,Ermera,"-8.991440525160101,125.17921227422698,-8.648515719924546,125.50947635265152"
East Timor,Lautém,"-8.760989320499263,126.68819654428815,-8.309014580999929,127.31324303500003"
East Timor,Liquica,"-8.756209404540414,125.10294231440896,-8.568212314589958,125.51185346856266"
East Timor,Manatuto,"-9.057305596999925,125.75752322791459,-8.481133721999925,126.17920291568191"
East Timor,Manufahi,"-9.193272681803661,125.57892947801292,-8.751041761568047,126.04753665500004"
East Timor,Viqueque,"-8.999932549999926,126.03368208206234,-8.607174573447821,126.7389620300736"
Ecuador,Azuay,"-3.6360051404249134,-79.76047481995698,-2.4970565732023147,-78.42135759068026"
Ecuador,Bolivar,"-2.203689466895412,-79.38837866864066,-1.1522807754374185,-78.85264909487984"
Ecuador,Cañar,"-2.826235446908356,-79.51431413418993,-2.203689466895412,-78.48122473803124"
Ecuador,Carchi,"0.34566396671868915,-78.53478735994867,1.1871199560000605,-77.51413779499987"
Ecuador,Chimborazo,"-2.4003699680995396,-79.13007402179863,-1.4243571922306728,-78.35337724456417"
Ecuador,Cotopaxi,"-1.2092798795628141,-79.32298214401072,-0.34514658025051403,-78.38779374888242"
Ecuador,El Oro,"-3.880695936999885,-80.34410559799994,-3.045437722386621,-79.3663386711927"
Ecuador,Esmeraldas,"-0.050125827544889034,-80.10863196499992,1.4343122420000896,-78.42339881070654"
Ecuador,Galápagos,"-1.4016252579999104,-92.01158606699994,1.6643740910000702,-89.25479081899994"
Ecuador,Guayas,"-3.06467050483991,-80.54274741545058,-0.8373129212542949,-79.12728349473747"
Ecuador,Imbabura,"0.13327383102244994,-79.01070146410126,0.8719367545775754,-77.81408199738627"
Ecuador,Loja,"-4.770455598247281,-80.51407303899995,-3.328013603445072,-79.10100602940474"
Ecuador,Los Rios,"-2.1543384735417135,-79.87054561958468,-0.5437391084730621,-79.08682084830349"
Ecuador,Manabi,"-1.8418510880572967,-80.91618021799991,0.37532623921453023,-79.40693050793658"
Ecuador,Morona Santiago,"-3.5793160946620333,-78.94378048428189,-1.4469914688812082,-76.66966155823434"
Ecuador,Napo,"-1.5263664690373275,-78.92755408405372,-0.963558445166143,-78.1141670402767"
Ecuador,Orellana,"-1.5466397959897904,-77.62171647843275,-0.047335299584403856,-75.2272639579999"
Ecuador,Pastaza,"-2.577051690083465,-78.17256140838225,-1.010377292078374,-75.5807400973776"
Ecuador,Pichincha,"-0.6843506806393975,-79.36383236407232,0.3188955749707816,-77.83268551262631"
Ecuador,Santa Elena,"-2.5297624392753604,-81.0130102199999,-1.6555575496412303,-80.21344577620158"
Ecuador,Santo Domingo de los Tsáchilas,"-0.6958745258886552,-79.60730587376702,0.04692251186440899,-78.7453696757699"
Ecuador,Sucumbios,"-0.6435262998988378,-77.97081661699326,0.6612010700000326,-75.2555826419999"
Ecuador,Tungurahua,"-1.2371334769284204,-78.44153723795313,0.031936346884890554,-77.03490475055378"
Ecuador,Zamora Chinchipe,"-5.011372578999939,-79.46082314417276,-3.3227426076852,-78.37587184840709"
Egypt,Ad Daqahliyah,"30.570330714690726,31.213888381243805,31.5296641953463,32.256602410000085"
Egypt,Al Bahr al Ahmar,"21.995386529364794,30.81541141090787,29.29875458375699,36.899180535000085"
Egypt,Al Buhayrah,"29.898201199125992,29.624889764051375,31.497992255000042,30.879490186822636"
Egypt,Al Fayyum,"28.976241969791033,29.814852328672032,29.73707408290261,31.101853875056293"
Egypt,Al Gharbiyah,"30.565085558251894,30.75164269425494,31.133087063517166,31.305717400837352"
Egypt,Al Iskandariyah,"30.337089138153203,29.598069538977995,31.33348216400009,30.098480665000068"
Egypt,Al Isma`iliyah,"30.203763943351305,31.763467238422322,31.118772691206686,32.79864952965204"
Egypt,Al Jizah,"27.667898057949003,27.324771763206286,30.34582245544192,31.932655876567424"
Egypt,Al Minufiyah,"30.175445257992237,30.796084426155346,30.716730048353043,31.26215416808037"
Egypt,Al Minya,"27.608702704166433,28.653217807955457,28.78095673346644,30.960002069439952"
Egypt,Al Qahirah,"29.759863390083353,31.221174757708866,30.339027005391983,31.936376581414095"
Egypt,Al Qalyubiyah,"30.114777126762988,31.056068556019,30.588391629370165,31.593865187328504"
Egypt,Al Wadi at Jadid,"21.9943692020001,24.981244750744622,27.667898057949003,32.93032107895459"
Egypt,As Suways,"28.951333930016858,31.869145542332888,30.265646471407536,32.85482181237671"
Egypt,Ash Sharqiyah,"30.190431422971756,31.27254113086849,31.170355536000045,32.28999840690096"
Egypt,Aswan,"21.995351054000068,31.225050490387787,25.269879055174215,33.33370730984444"
Egypt,Asyut,"26.828776150299063,30.66720340301464,27.634024155990005,31.61903161042045"
Egypt,Bani Suwayf,"28.71566355982543,29.74922326004537,29.401228949456424,31.2588985530258"
Egypt,Bur Sa`id,"30.97374278400224,32.25646040169587,31.288804429000038,32.60207238123536"
Egypt,Dumyat,"31.164790554240653,31.499245639774415,31.535589911000045,32.093760613000086"
Egypt,Janub Sina',"27.728583075000074,32.65177481613621,29.92520213487063,34.885509286712626"
Egypt,Kafr ash Shaykh,"30.982501938813414,30.355723504000082,31.607896226000037,31.349906907977413"
Egypt,Luxor,"25.683120587644964,32.62491235352229,25.729934598902616,32.66937040901712"
Egypt,Matruh,"27.666502793968732,24.688342732000137,31.65648021000004,30.32861941935073"
Egypt,Qina,"25.14570058791179,31.952344598324544,26.26250580489898,32.93114790215395"
Egypt,Shamal Sina',"29.48949557787477,32.599540235693325,31.314266688845734,34.886729362000096"
Egypt,Suhaj,"26.131195989903006,31.299981317084075,26.9401130226978,32.30751671742257"
El Salvador,Ahuachapán,"13.665072624253359,-90.11477901199993,14.060073141000089,-89.69586320722124"
El Salvador,Cabañas,"13.748695989828036,-88.97652726931801,14.016122335000148,-88.48800492399991"
El Salvador,Chalatenango,"13.946358343862471,-89.42717159669184,14.413075726263742,-88.69044734699992"
El Salvador,Cuscatlán,"13.642294216404935,-89.16083126455118,14.075962836515657,-88.8502559069845"
El Salvador,La Libertad,"13.41445769288773,-89.60942467550696,14.071622015843332,-89.11186784482516"
El Salvador,La Paz,"13.266079643793557,-89.1443723212256,13.672938340831763,-88.78131954556056"
El Salvador,La Unión,"13.158636786000045,-88.09147094580024,13.915870057000106,-87.69319351199994"
El Salvador,Morazán,"13.541783556366,-88.2741707729999,13.992867941000043,-87.93635820226922"
El Salvador,San Miguel,"13.17119621999763,-88.53239417205339,13.919119724000055,-88.0085501778484"
El Salvador,San Salvador,"13.488117580761752,-89.27410600508807,14.068211371157815,-89.0235786611263"
El Salvador,San Vicente,"13.25930410400008,-88.89606706444346,13.812283840227053,-88.48733232342795"
El Salvador,Santa Ana,"13.775076808847643,-89.7554469399999,14.445372620000086,-89.24651079014086"
El Salvador,Sonsonate,"13.513063056996836,-89.95348268190504,13.908970445329771,-89.436163296399"
El Salvador,Usulután,"13.160427151000079,-88.81715715228074,13.692833767264517,-88.1125071141749"
Equatorial Guinea,Annobón,"-1.475681247999944,5.6119897800000444,-1.4157854149999594,5.64625084700009"
Equatorial Guinea,Bioko Norte,"3.5151227890000882,8.626814296081843,3.7724063170000477,8.963145379000082"
Equatorial Guinea,Bioko Sur,"3.197333075000074,8.422048373000052,3.633887030362132,8.863536004000082"
Equatorial Guinea,Centro Sur,"0.9997421120001206,9.917875604075846,2.165654455000066,10.980963168615347"
Equatorial Guinea,Kié-Ntem,"1.7320134549569843,10.409685690000117,2.1657603960000387,11.332000870000087"
Equatorial Guinea,Litoral,"0.924854228000072,9.346690300000091,2.3417422550000424,10.276303338228445"
Equatorial Guinea,Wele-Nzás,"0.9991649370000601,10.517373895388971,1.9955632591371,11.33634118700013"
Eritrea,Anseba,"15.153778184515602,38.78629438677649,15.575690416279656,39.326261428422185"
Eritrea,Debub,"14.33524090414437,37.9859298032178,18.004828192000048,40.595434605023"
Eritrea,Debubawi Keyih Bahri,"12.360021871000086,40.353687418639424,14.95538971600007,43.12387129000007"
Eritrea,Gash Barka,"14.105496724000133,36.423647095000035,16.43539333053775,38.788154737850846"
Eritrea,Maekel,"14.416304627000088,38.21289269364286,15.176024889337157,39.72298499955804"
Eritrea,Semenawi Keyih Bahri,"15.544865423800275,36.87653934700006,17.539344284810852,38.95868696493147"
Estonia,Harju,"58.98466868780969,23.71849214539617,59.67088450700004,25.945476109235017"
Estonia,Hiiu,"58.68699778900003,22.04468834700009,59.089504299000055,23.040537957000083"
Estonia,Ida-Viru,"58.818866663000065,26.703000928649942,59.50254954600007,28.186475464000125"
Estonia,Järva,"58.61368358053278,25.199836866678027,59.2920917831093,26.165979444595678"
Estonia,Jõgeva,"58.48467336708222,25.74915734233747,58.95676341449996,27.446269007000126"
Estonia,Lääne,"58.54416661780722,23.114105665000068,59.25828685100004,24.186875440948825"
Estonia,Lääne-Viru,"58.88552745242998,25.813236118252235,59.63434479400007,26.94133263469331"
Estonia,Pärnu,"57.85864003600007,23.58580496399956,58.7512462432195,25.29264773910188"
Estonia,Põlva,"57.8130869961679,26.540220167826476,58.26342072198872,27.79931563300002"
Estonia,Rapla,"58.67032095035154,24.07019005662579,59.22656606727014,25.320449659624046"
Estonia,Saare,"57.784369208000044,21.832367384000065,58.68109772300005,23.400238477000073"
Estonia,Tartu,"58.12056122512041,26.038700391909515,58.70940260400006,27.55488610800012"
Estonia,Valga,"57.561764252,25.551815984000143,58.175364081387215,26.59499718567156"
Estonia,Viljandi,"57.949859510000024,24.95499393142478,58.68977712721261,26.165514356602273"
Estonia,Võru,"57.51581858300001,26.364882032979438,57.957392889770006,27.55634348486393"
Ethiopia,Addis Ababa,"8.832587795490383,38.65503624862396,9.096886908504018,38.90794070759756"
Ethiopia,Afar,"8.84292308233438,39.66820437992817,14.465965678000074,42.37945926900005"
Ethiopia,Amhara,"8.756106676082197,35.248378774860555,13.776176290303567,40.19664757722387"
Ethiopia,Benshangul-Gumaz,"8.787112534815606,34.06689172400007,12.037870185560621,37.046142205898036"
Ethiopia,Dire Dawa,"9.473763129165093,41.731747673916004,9.780566107739673,42.34101281129216"
Ethiopia,Gambela Peoples,"7.012052924103159,32.98979984500011,8.607691961714636,35.365624626575254"
Ethiopia,Harari People,"9.188664252153501,42.061133254096376,9.38482798942016,42.27414350831623"
Ethiopia,Oromiya,"3.513585103000139,34.08309642496005,10.382234809388933,42.91431115073897"
Ethiopia,Somali,"3.4033334350000928,39.09044144500007,11.089660136000106,47.97916914900014"
Ethiopia,"Southern Nations, Nationalities and Peoples","4.431179636000138,34.19577274581553,8.45728770596287,39.13500695170944"
Ethiopia,Tigray,"12.251061306034444,36.43212203000013,14.879532166000047,39.99983947100009"
Falkland Islands,Falkland Islands,"-52.406522725999935,-61.31818600199995,-51.02776458099993,-57.73428300699993"
Faroe Islands,Eysturoyar,"61.39411041900007,-7.644154425999943,62.39891185100004,-6.2757869129999335"
Federated States of Micronesia,Chuuk,"5.286037502000056,149.18083743600005,8.987494208000044,153.71070397200003"
Federated States of Micronesia,Kosrae,"5.269761460000041,162.9121199880001,5.379706122000073,163.04656009200005"
Federated States of Micronesia,Pohnpei,"0.918158270000049,154.23845462300017,8.185085354000194,158.33863366000003"
Federated States of Micronesia,Yap,"9.412054755000042,138.063812696,9.775580145000049,140.53288821700005"
Fiji,Central,"-18.415459893999923,177.76819868372218,-17.550258092141615,178.7114363940001"
Fiji,Eastern,"-20.671807549999926,-179.87193762899992,-17.149102471999925,179.95240319100003"
Fiji,Northern,"-17.007012627999927,-179.99999999999991,-16.121270440999922,180.0"
Fiji,Rotuma,"-12.51685963299991,177.0058699880001,-12.475274346999925,177.12907962300005"
Fiji,Western,"-21.711114190999922,174.5888778000001,-16.676853122999944,178.44862226790326"
Finland,Central Finland,"61.45113312379459,24.02027062339056,63.60092438415296,26.766459587839677"
Finland,Central Ostrobothnia,"63.119196681881306,22.990733268725364,64.16807688983658,25.028684522872425"
Finland,Finland Proper,"59.84951406500005,21.186289910000085,61.09110342098609,23.91392052591152"
Finland,Kainuu,"63.67864573791047,26.295997349298204,65.52406281244879,30.586432332000072"
Finland,Kymenlaakso,"60.37807851800005,26.042782831062766,61.287060451778416,28.003781678781422"
Finland,Lapland,"65.59191762489843,20.62316451000001,70.07531036400012,30.00941329000011"
Finland,North Karelia,"61.724139716574655,28.35840376172422,63.883361925312556,31.56952478000011"
Finland,Northern Ostrobothnia,"63.430288805184205,23.7064722008314,66.48436595292634,30.11628015100007"
Finland,Northern Savonia,"62.26012767185455,26.052187941020634,64.03340444585848,29.08828169114713"
Finland,Ostrobothnia,"61.939186587191216,21.065196160000085,63.80170319200005,23.733983188873026"
Finland,Päijät-Häme,"60.688440660508036,24.860012647765473,61.79803701449657,26.515105421577914"
Finland,Pirkanmaa,"60.946331896200036,22.54924930171387,62.488020738266414,24.995714959377835"
Finland,Satakunta,"60.88568960249313,21.316694227356663,62.30405263891811,23.000901320339665"
Finland,South Karelia,"60.66422553488053,26.96851443938982,61.85079865253573,30.14564900500011"
Finland,Southern Ostrobothnia,"61.98531240484357,21.532360467361684,63.48976837800819,24.582510207380153"
Finland,Southern Savonia,"61.151539008218606,26.244837680814328,62.65333364553129,29.693826124575992"
Finland,Tavastia Proper,"60.55289337852656,23.138257276552054,61.322303779295964,25.28758344891702"
Finland,Uusimaa,"59.81122467700004,22.888194207000083,60.83013743829213,26.553301563316495"
France,Ain,"45.64374907116269,4.746738004755116,46.511218586368614,6.136400187000078"
France,Aisne,"48.846944993616546,2.964250143229492,50.060099337014776,4.250221872341513"
France,Allier,"45.95703521560267,2.253896112315715,46.79321566746904,4.001447449140471"
France,Alpes-de-Haute-Provence,"43.67158224802233,5.502575436107463,44.66092310521708,6.945601441000122"
France,Alpes-Maritimes,"43.480345841348736,6.63638651372662,44.35462280714269,7.691912475000095"
France,Ardèche,"44.28171898943981,3.8684689276988706,45.36570699887886,4.892570529906038"
France,Ardennes,"49.23501507668442,4.033879090347739,50.16133209200005,5.391165749000066"
France,Ariège,"42.567646197,0.8324849254389619,43.30844014359775,2.168752066454715"
France,Aube,"47.92229163824851,3.3894869761430186,48.71073649229527,4.862446016670333"
France,Aude,"42.652160822064275,1.696515720024422,43.442253625304545,3.244313997592883"
France,Aveyron,"43.69043478733556,1.8339986353287259,44.935350606145505,3.447516763587771"
France,Bas-Rhin,"48.12135305932073,6.977072561949171,49.0656827952248,8.200305216000032"
France,Bouches-du-Rhône,"43.16042865900005,4.205902540000068,43.9328261545034,5.813224861837909"
France,Calvados,"48.75229777302377,-1.1469109019166126,49.434715000239,0.4314180155290046"
France,Cantal,"44.622339120054335,2.0587129994053726,45.48004178919717,3.3697335571579288"
France,Charente,"45.19202420025664,-0.4592656124181076,46.13846344513189,0.9241109059935297"
France,Charente-Maritime,"45.10114529012304,-1.5558162099999322,46.362441724905636,0.0003364562624597056"
France,Cher,"46.41980134655489,1.7743868171978647,47.62435339489326,3.0755636242618607"
France,Corrèze,"44.93286769578748,1.2389131635116541,45.76087431929437,2.5254561815575016"
France,Corse-du-Sud,"41.36591217700004,8.545258009000065,42.386704820000034,9.403005405000044"
France,Côte-d'Or,"46.90266147244898,4.064926455491502,48.022025528655206,5.521713619887635"
France,Côtes-d'Armor,"48.03445106656346,-3.6385391919999392,48.876654364000046,-1.9088787040889201"
France,Creuse,"45.67389555663459,1.3851192238730619,46.452002275684436,2.597746223709237"
France,Deux-Sèvres,"45.96971343872417,-0.9460039117511201,47.10063511242049,0.20470414018393512"
France,Dordogne,"44.574533434470425,-0.03355636743242485,45.71033720829553,1.4586397346360513"
France,Doubs,"46.55758777813055,5.69883520927749,47.56286291369247,7.044303426000056"
France,Drôme,"44.121780018832794,4.657529016950548,45.343932164737566,5.830627205680969"
France,Essonne,"48.27674355597031,1.919340435812444,48.7760721885806,2.5759932925564044"
France,Eure,"48.665088297387,0.29426426023848945,49.493600292219696,1.7834395520936255"
France,Eure-et-Loir,"47.95093299676034,0.7751143176716369,48.93954875756907,1.9997383878163077"
France,Finistère,"47.773749107735114,-5.132801886999914,48.73322174700007,-3.3858477550698467"
France,Gard,"43.45990631700005,3.28614956974684,44.457851808414205,4.849811738920607"
France,Gers,"43.310934040073846,-0.2679057414567865,44.07281395240193,1.1923311305772017"
France,Gironde,"44.19795922054158,-1.260365363999938,45.57330963700008,0.32216996427240474"
France,Guadeloupe,"15.846991278000075,-61.79784094999991,16.51308828300006,-60.98924719999991"
France,Guyane française,"2.1106733200000605,-54.615292114999875,5.744765375000043,-51.64903723899994"
France,Haute-Corse,"41.83405288073584,8.570485872824747,43.01740143400008,9.559580925000091"
France,Haute-Garonne,"42.68447581000005,0.44163530142799345,43.91832420070125,2.053131944383722"
France,Haute-Loire,"44.75091212269626,3.103534816978197,45.42189115265455,4.478166217197156"
France,Haute-Marne,"47.588307250679065,4.637270226639657,48.69327921606293,5.897819591001337"
France,Haute-Rhin,"47.41679677300006,6.86892314408783,48.30340737544998,7.621115763000063"
France,Haute-Saône,"47.260442247811454,5.374892325220628,48.00869911197441,6.836011674099495"
France,Haute-Savoie,"45.68356352583601,5.824211190394124,46.45737213200006,7.022082560000115"
France,Haute-Vienne,"45.4464734175142,0.635895562430278,46.39705964678524,1.9093868221441426"
France,Hautes-Alpes,"44.18867577356809,5.426725823338074,45.1247878695645,7.055155476000095"
France,Hautes-Pyrénées,"42.66868866000006,-0.3170585754928652,43.61175070213318,0.644904351954267"
France,Hauts-de-Seine,"48.730105389951746,2.1516133939429665,48.95812663853354,2.3319649632124992"
France,Hérault,"43.219427801551774,2.5551632142109497,43.970652083127106,4.180700385014745"
France,Ille-et-Vilaine,"47.63262610011441,-2.287346736462723,48.712144273000035,-1.0393327729890984"
France,Indre,"46.350939038905494,0.8807508435765499,47.28921544243872,2.194679801631537"
France,Indre-et-Loire,"46.74322787226845,0.06675979892554551,47.70614661087734,1.3623555509678908"
France,Isère,"44.708977306757276,4.7553732590686195,45.87995513422203,6.369726347592859"
France,Jura,"46.26068635009494,5.250153551545168,47.29221471024067,6.206645286950447"
France,La Réunion,"-21.37078215899993,55.22543379000007,-20.86142343499995,55.854502800000034"
France,Landes,"43.4899892231241,-1.5139867829999503,44.529768315355454,0.13549027045962703"
France,Loir-et-Cher,"47.18627354348922,0.6019697803810686,48.13071327709605,2.2586422061728513"
France,Loire,"45.236496332839465,3.6746920648868695,46.276199046548754,4.769826001069077"
France,Loire-Atlantique,"46.859946626835324,-2.556385870999918,47.82519446655135,-0.9237785694254512"
France,Loiret,"47.484991816519084,1.5159004785242587,48.33906899833556,3.117926906901232"
France,Lot,"44.220481194351635,0.9982686232983156,45.04504909723801,2.20531456811284"
France,Lot-et-Garonne,"43.96732119571658,-0.14064011115220865,44.76233790407099,1.077210823820451"
France,Lozère,"44.1134413951043,2.9801144017582146,44.956795919695935,3.9939987180663934"
France,Maine-et-Loire,"46.988091162776925,-1.339259542393961,47.809538948763475,0.24177201226854095"
France,Manche,"48.46292886637406,-1.9456274079999503,49.72638580900008,-0.7368132302464119"
France,Marne,"48.525803624537616,3.3949142228130995,49.40729169535541,5.034140359390051"
France,Martinique,"14.40810781500005,-61.22883053299995,14.876898505000042,-60.81041419199994"
France,Mayenne,"47.7350516407206,-1.2429643726077302,48.561278478918666,-0.0527275104662408"
France,Mayotte,"-12.98919036299992,45.04249108200008,-12.647230726999908,45.29086347700007"
France,Meurthe-et-Moselle,"48.357493070948465,5.464123286160714,49.549431458000086,7.088649715212171"
France,Meuse,"48.41186441091378,4.906918674457245,49.608817005999995,5.8495676366371185"
France,Morbihan,"47.29661692900004,-3.732477406507087,48.20746376863798,-2.0516680160661167"
France,Moselle,"48.523441563277515,5.92409888915239,49.49940867200009,7.644932350047895"
France,Nièvre,"46.649964929537816,2.8559688892528357,47.57876013147484,4.224052438069577"
France,Nord,"49.969044646293355,2.0633240132882755,51.08754088371883,4.210316203000048"
France,Oise,"49.06780315649047,1.6791573215531344,49.76562178651619,3.169386869808193"
France,Orne,"48.18083290751264,-0.8627055688069731,48.97059612181357,0.9798115914317691"
France,Paris,"48.815831711764076,2.226803826135665,48.901217456720246,2.473420416019394"
France,Pas-de-Calais,"50.01803268496042,1.5551863940000885,51.01431951358853,3.169298979963969"
France,Puy-de-Dôme,"45.28861600062788,2.3982344966246956,46.26266388912717,3.969191588520971"
France,Pyrénées-Atlantiques,"42.7726358040001,-1.7971724039999515,43.592063201655435,0.02323196528294602"
France,Pyrénées-Orientales,"42.32566050300004,1.707006470000067,42.913800235992085,3.1815698580000458"
France,Rhône,"45.44445707093706,4.252638864192193,46.29919343153159,5.156901594033343"
France,Saône-et-Loire,"46.17175202063919,3.6248800511734203,47.15532505610645,5.458827875605948"
France,Sarthe,"47.580221313063134,-0.4443132187800529,48.474090975518095,0.9128828774428257"
France,Savoie,"45.05358547379058,5.600485595833561,45.93876610247361,7.160678752000081"
France,Seien-et-Marne,"48.12166054220023,2.390660743598403,49.10620037494732,3.537802411651967"
France,Seine-Maritime,"49.25630658188322,0.07536868600004709,50.06571967436753,1.7694869140897822"
France,Seine-Saint-Denis,"48.80747111579933,2.2665963085727867,49.009784355163845,2.592384894647182"
France,Somme,"49.57500898687522,1.373068742764048,50.37567780200004,3.1930733946214787"
France,Tarn,"43.38319112297194,1.5484419845099637,44.194509513802984,2.9344771929680746"
France,Tarn-et-Garonne,"43.77377707565148,0.7417378514206803,44.39274682600518,1.97744250986392"
France,Territoire de Belfort,"47.426844260931965,6.759081831661206,47.824165475756104,7.151491514122085"
France,Val-d'Oise,"48.882881274850945,1.6198750923616103,49.230664491173286,2.5833321606506843"
France,Val-de-Marne,"48.68952189172188,2.316518185266034,48.859200672972634,2.598976692320491"
France,Var,"42.98712799700007,5.672188786100056,43.80653830759678,6.9331845391159845"
France,Vaucluse,"43.66603415135495,4.657529016950548,44.42886987394553,5.753775092546448"
France,Vendée,"46.27912018400008,-2.382923956999946,47.0763223680828,-0.5552861238555238"
France,Vienne,"46.053517152994175,-0.10904343110945547,47.16058750740751,1.1946822048199124"
France,Vosges,"47.8189981772241,5.422397210063195,48.523441563277515,7.209037903376554"
France,Yonne,"47.3123306774188,2.830876115240528,48.41174356091659,4.341144726947562"
France,Yvelines,"48.44412027153328,1.4434566289202735,49.08259075475951,2.2265401548042973"
French Polynesia,Austral Islands,"-27.64120859199994,-151.39704342399992,-22.42245859199994,-144.28376217399992"
French Polynesia,Leeward Islands,"-16.90292734199994,-154.5369766919999,-15.789320570999905,-150.9783829419999"
French Polynesia,Marquesas Islands,"-10.55046965899993,-140.72777258999992,-7.950127862999921,-138.62022864499994"
French Polynesia,Tuamotu-Gambier,"-23.13876718499995,-148.69066321499992,-14.16497161299992,-134.94298255099994"
